produzent,typ,cap,seek,inch,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,controller,mtbf,lift,date,notiz,sektors_al,mb,satz
LIBERTY SYSTEMS,3020C(P),20,19,2.5,0,0,0,0,0,0,0,0,SCSI,100,,,,0,0,799
LIBERTY SYSTEMS,3040CT,40,19,2.5,0,0,0,0,0,0,0,0,SCSI,100,,,,0,0,800
LIBERTY SYSTEMS,3040C(P),40,19,2.5,0,0,0,0,0,0,0,0,SCSI,100,,,,0,0,801
LIBERTY SYSTEMS,50105Q(P),105,12,3.5,0,0,0,0,0,0,0,0,SCSI/PA,60,,,,0,0,802
LIBERTY SYSTEMS,50120C(P),120,19,3.5,0,0,0,0,0,0,0,0,SCSI/PA,60,,,,0,0,803
LIBERTY SYSTEMS,5052Q(P),52,12,3.5,0,0,0,0,0,0,0,0,SCSI/PA,60,,,,0,0,804
LIBERTY SYSTEMS,70105Q,105,12,3.5,0,0,0,0,0,0,0,0,SCSI,60,,,,0,0,805
LIBERTY SYSTEMS,70170Q,170,9,3.5,0,0,0,0,0,0,0,0,SCSI,50,,,,0,0,806
LIBERTY SYSTEMS,70210Q,210,9,3.5,0,0,0,0,0,0,0,0,SCSI,50,,,,0,0,807
LIBERTY SYSTEMS,70340M,340,12,3.5,0,0,0,0,0,0,0,0,SCSI,150,,,,0,0,808
LIBERTY SYSTEMS,7040Q,40,9,3.5,0,0,0,0,0,0,0,0,SCSI,50,,,,0,0,809
LIBERTY SYSTEMS,70425Q,425,10,3.5,0,0,0,0,0,0,0,0,SCSI,50,,,,0,0,810
LIBERTY SYSTEMS,7052Q,52,12,3.5,0,0,0,0,0,0,0,0,SCSI,60,,,,0,0,811
MAGTRON,MT-4170E,170,25,5F,1598,6,0,0,0,0,0,0,ESDI,30,+,1992-12-10,,0,0,812
MAGTRON,MT-4170S,170,25,5F,1598,6,0,0,0,0,0,0,SCSI,30,+,1992-12-10,,0,0,813
MAXTOR,7040A CHEYENNE,40,17,3.5,1170,2,36,981,5,17,0,0,IDE,150,Y,,,84240,41,814
MAXTOR,7040S CHEYENNE,40,17,3.5,1155,2,36,0,0,0,0,0,SCSI,150,Y,,,83160,41,815
MAXTOR,7060A CHEYENNE,65,15,3.5,0,2,0,1024,7,17,0,0,IDE,150,Y,,,0,0,816
MAXTOR,7060S CHEYENNE,65,15,3.5,0,2,0,0,0,0,0,0,SCSI,150,Y,,,0,0,817
MAXTOR,7080A CHEYENNE,81,17,3.5,1170,4,36,936,10,18,0,0,IDE,150,Y,,,168480,82,818
MAXTOR,7080AT,80,19,3.5,980,10,17,980,10,17,0,0,AT,0,,,,166600,81,819
MAXTOR,7080S CHEYENNE,80,17,3.5,1166,4,30,0,0,0,0,0,SCSI,150,Y,,,166320,81,820
MAXTOR,7120A CHEYENNE,130,15,3.5,1516,4,42,936,16,17,0,0,IDE,150,Y,,,254688,124,821
MAXTOR,7120S CHEYENNE,130,15,3.5,1516,4,42,0,0,0,0,0,SCSI,150,Y,,,0,0,822
MAXTOR,7213A,202,15,,1698,4,42,683,16,38,0,0,IDE,150,J,,,0,0,823
MAXTOR,7213S,202,15,,1698,4,42,0,0,0,0,0,SCSI,150,J,,,0,0,824
MAXTOR,8051A,42,28,3.5,745,4,28,0,0,0,0,0,IDE,150,Y,,,83440,41,825
MAXTOR,LTX-340,340,15,3.5,1560,7,70,0,0,0,0,0,SCSI 2,50,+,1992-12-10,,764400,373,826
MAXTOR,LXT-100A,96,27,3H,733,8,32,0,0,0,,732,AT-BUS,40,J,,,187648,92,827
MAXTOR,LXT-100S,96,27,3H,733,8,32,0,0,0,,732,SCSI,40,J,,,187648,92,828
MAXTOR,LXT-200A,207,15,3H,1320,7,33,815,15,32,,1319,AT-BUS,50,J,,,304920,149,829
MAXTOR,LXT-200S,207,15,3H,1320,7,33,0,0,0,,1319,SCSI,50,J,,,304920,149,830
MAXTOR,LXT-213A,212,15,3.5,1320,7,38,683,16,38,0,0,IDE,150,Y,,,0,0,831
MAXTOR,LXT-213S,212,15,3.5,1320,7,38,0,0,0,0,0,SCSI,150,Y,,,0,0,832
MAXTOR,LXT-340A,340,13,3.5,1560,7,64,0,0,0,0,0,IDE,150,Y,,,0,0,833
MAXTOR,LXT-340S,340,13,3.5,1560,7,64,0,0,0,0,0,SCSI,150,Y,,,0,0,834
MAXTOR,LXT-437A,437,13,3.5,1560,9,64,0,0,0,0,0,IDE,150,Y,,,0,0,835
MAXTOR,LXT-437S,437,13,3.5,1560,9,64,0,0,0,0,0,SCSI,150,Y,,,0,0,836
MAXTOR,LXT-50A,48,27,3H,733,4,32,0,0,0,,732,AT-BUS,40,J,,,93824,46,837
MAXTOR,LXT-50S,48,27,3H,733,4,32,0,0,0,,732,SCSI,40,J,,,93824,46,838
MAXTOR,LXT-535A,535,13,3.5,1560,11,60,0,0,0,0,0,IDE,150,Y,,,0,0,839
MAXTOR,LXT-535S,535,13,3.5,1560,11,60,0,0,0,0,0,SCSI,150,Y,,,0,0,840
MAXTOR,MXT-1240S,1024,9,,0,0,0,0,0,0,0,0,SCSI,300,,,,0,0,841
MAXTOR,MXT-540SL,500,9,,0,0,0,0,0,0,0,0,SCSI,300,,,,0,0,842
MAXTOR,P0-12S PANTHER,1027,13,5.25,1376,15,96,0,0,0,0,0,SCSI2,100,Y,,,0,0,843
MAXTOR,P1-08,696,13,5F,1778,9,85,0,0,0,0,0,ESDI,100,+,1992-12-10,,1360170,664,844
MAXTOR,P1-08E PANTHER,696,13,5.25,1778,9,85,0,0,0,0,0,ESDI,100,Y,,,1360170,664,845
MAXTOR,P1-08S PANTHER,696,13,5.25,1778,9,85,0,0,0,0,0,SCSI2,100,Y,,,1360170,664,846
MAXTOR,P1-12,1065,13,5F,1778,15,78,0,0,0,0,0,ESDI,100,+,1992-12-10,,2080260,1016,847
MAXTOR,P1-12E PANTHER,1051,13,5.25,1216,15,85,0,0,0,0,0,ESDI,150,Y,,,1550400,757,848
MAXTOR,P1-12S PANTHER,1005,11,5.25,1216,19,85,0,0,0,0,0,SCSI2,100,Y,,,1963840,959,849
MAXTOR,P1-13E PANTHER,1161,13,5F,1778,15,85,0,0,0,0,0,ESDI,100,+,1992-12-10,,2266950,1107,850
MAXTOR,P1-16E PANTHER,1331,13,5.25,0,19,0,0,0,0,0,0,ESDI,150,Y,,,0,0,851
MAXTOR,P1-17S PANTHER,1470,13,5.25,1778,19,85,0,0,0,0,0,SCSI2,100,Y,,,2871470,1402,852
MAXTOR,P2-08S,664,13,5F,1778,7,111,0,0,0,0,0,SCSI 2,100,+,1992-12-10,,1381506,675,853
MAXTOR,P2-12S,1065,11,5F,1254,15,111,0,0,0,0,0,SCSI 2,100,+,1992-12-10,,2087910,1019,854
MAXTOR,P2-17E PANTHER,1470,13,5.25,1778,19,85,0,0,0,0,0,ESDI,100,Y,,,2871470,1402,855
MAXTOR,P2-17S,1424,13,5F,1778,15,111,0,0,0,0,0,SCSI 2,100,+,1992-12-10,,2960370,1445,856
MAXTOR,XT-1065,56,27,5F,918,7,17,0,0,0,,917,MFM,70,J,,,109242,53,857
MAXTOR,XT-1085,71,27,5F,1024,8,17,0,0,0,,1023,MFM,70,J,,,139264,68,858
MAXTOR,XT-1105,87,27,5F,918,11,17,0,0,0,,917,MFM,70,J,,,171666,84,859
MAXTOR,XT-1120R,105,27,5F,1024,8,26,0,0,0,,1023,RLL,70,J,,,212992,104,860
MAXTOR,XT-1140,120,27,5F,918,15,17,0,0,0,,917,MFM,70,J,,,234090,114,861
MAXTOR,XT-1240R,197,27,5F,1024,15,26,0,0,0,,1023,RLL,70,J,,,399360,195,862
MAXTOR,XT-2085,75,30,5.25,1224,7,17,0,0,0,1225,0,MFM,0,,1992-12-10,,145656,71,863
MAXTOR,XT-2085-,60,0,,1024,7,17,0,0,0,0,0,MFM,0,,,,121856,60,864
MAXTOR,XT-2140,117,30,5.25,1224,11,17,0,0,0,1225,0,MFM,0,,1992-12-10,,228888,112,865
MAXTOR,XT-2140-,93,0,,1024,11,17,0,0,0,0,0,MFM,0,,,,191488,94,866
MAXTOR,XT-2190,160,30,5.25,1224,15,17,0,0,0,0,0,MFM,70,,1992-12-10,,312120,152,867
MAXTOR,XT-2190-,128,0,,1024,15,17,0,0,0,0,0,MFM,0,,,,261120,128,868
MAXTOR,XT-3170,147,30,5.25,1224,9,26,0,0,0,0,0,SCSI,0,N,,,528768,258,869
MAXTOR,XT-3280,244,30,5.25,1224,15,26,0,0,0,0,0,SCSI,0,N,,,0,0,870
MAXTOR,XT-3380,319,27,5.25,1224,15,34,0,0,0,0,0,SCSI,0,N,,,0,0,871
MAXTOR,XT-4170E,158,14,5F,1224,7,36,0,0,0,,1223,ESDI,70,J,,,299880,146,872
MAXTOR,XT-4170S,158,14,5F,1224,7,36,0,0,0,,1223,SCSI,70,J,,,308448,151,873
MAXTOR,XT-4175E,144,27,5F,1224,7,36,0,0,0,0,0,ESDI,20,N,1992-12-10,,291312,142,874
MAXTOR,XT-4280E,230,27,5F,1224,11,34,0,0,0,0,0,ESDI,20,,1992-12-10,,457776,224,875
MAXTOR,XT-4280S,234,27,5F,1224,11,36,0,0,0,0,0,SCSI,20,,1992-12-10,,457776,224,876
MAXTOR,XT-4380,152,16,,1314,7,32,816,15,32,0,0,MFM,0,,,,312120,152,877
MAXTOR,XT-4380E,338,16,5F,1224,15,36,0,0,0,,1223,ESDI,70,J,,,642600,314,878
MAXTOR,XT-4380S,338,16,5F,1224,15,36,0,0,0,,1223,SCSI,70,J,,,660960,323,879
MAXTOR,XT-8051A,42,28,3.5,745,4,28,0,0,0,0,0,IDE,150,J,,,0,0,880
MAXTOR,XT-8380E,361,14,5F,1632,8,54,0,0,0,,1631,ESDI,40,J,,,705024,344,881
MAXTOR,XT-8380S,360,14,5F,1632,8,54,0,0,0,,1631,SCSI,40,J,,,705024,344,882
MAXTOR,XT-8610E,541,16,5F,1632,12,54,0,0,0,0,0,ESDI,60,+,1992-12-10,,1057536,516,883
MAXTOR,XT-8702S,616,16,,1490,15,54,0,0,0,0,0,SCSI,0,,,,0,0,884
MAXTOR,XT-8760E,677,16,5F,1632,15,54,0,0,0,,1631,ESDI,40,J,,,1321920,645,885
MAXTOR,XT-8760S,676,16,5F,1632,15,54,0,0,0,,1631,SCSI,40,J,,,1321920,645,886
MAXTOR,XT-8800E,695,15,5F,1249,15,69,0,0,0,0,0,ESDI,60,+,1992-12-10,,1356810,663,887
MCR,6091-5101,300,27,5.25,0,0,9,0,0,0,0,0,SCSI,0,Y,,,0,0,888
MEC,D5392,1300,14,5.25,0,16,0,0,0,0,0,0,IPI2,100,Y,,,0,0,889
MEGADRIVE,P-105,105,19,3.5,1019,0,0,0,0,0,0,0,SCSI,50,,,,0,0,890
MEGADRIVE,P-120,120,14,3.5,1123,0,0,0,0,0,0,0,SCSI,50,Y,,,0,0,891
MEGADRIVE,P-170,170,14,3.5,1123,0,0,0,0,0,0,0,SCSI,50,Y,,,0,0,892
MEGADRIVE,P-210,210,14,3.5,1156,0,0,0,0,0,0,0,SCSI,50,Y,,,0,0,893
MEGADRIVE,P-42,42,19,3.5,834,0,0,0,0,0,0,0,SCSI,50,Y,,,0,0,894
MEGADRIVE,P-425,425,9,3.5,0,0,0,0,0,0,0,0,SCSI,75,Y,,,0,0,895
MEGADRIVE,P-84,84,19,3.5,834,0,0,0,0,0,0,0,SCSI,50,Y,,,0,0,896
MEMOREX,321,5,0,,320,2,17,0,0,0,128,0,MFM,0,,,,10880,5,897
MEMOREX,322,10,0,,320,4,17,0,0,0,128,0,MFM,0,,,,21760,11,898
MEMOREX,323,15,0,,320,6,17,0,0,0,128,0,MFM,0,,,,32640,16,899
MEMOREX,324,21,0,,320,8,17,0,0,0,128,0,MFM,0,,,,43520,21,900
MEMOREX,450,10,0,,612,2,17,0,0,0,350,0,MFM,0,,,,20808,10,901
MEMOREX,512,23,0,,961,3,17,0,0,0,480,0,MFM,0,,,,49011,24,902
MEMOREX,513,39,0,,961,5,17,0,0,0,480,0,MFM,0,,,,81685,40,903
MEMOREX,514,47,0,,960,6,17,0,0,0,480,0,MFM,0,,,,97920,48,904
MICROPOLIS,1302,21,30,,0,3,17,0,0,0,0,0,MFM,20,y,1992-12-10,,0,0,905
MICROPOLIS,1303,36,30,,830,5,17,0,0,0,0,0,MFM,20,Y,1992-12-10,,70550,34,906
MICROPOLIS,1304,43,30,,830,6,17,0,0,0,0,0,MFM,20,Y,1992-12-10,,84660,41,907
MICROPOLIS,1323,35,28,5F,1024,4,17,0,0,0,,1023,MFM,35,J,,,69632,34,908
MICROPOLIS,1323A,44,28,5F,1024,5,17,0,0,0,,1023,MFM,35,J,,,87040,42,909
MICROPOLIS,1324,53,28,5F,1024,6,17,0,0,0,,1023,MFM,35,J,,,104448,51,910
MICROPOLIS,1324A,62,28,5F,1024,7,17,0,0,0,,1023,MFM,35,J,,,121856,60,911
MICROPOLIS,1325,71,28,5F,1024,8,17,0,0,0,,1023,MFM,35,J,,,139264,68,912
MICROPOLIS,1333,34,28,,1024,4,17,0,0,0,0,0,MFM,0,,,,69632,34,913
MICROPOLIS,1333A,44,30,5F,1024,5,17,0,0,0,,1023,MFM,25,J,,,87040,42,914
MICROPOLIS,1334,53,30,5F,1024,6,17,0,0,0,,1023,MFM,25,J,,,104448,51,915
MICROPOLIS,1334A,62,28,,1024,7,17,0,0,0,0,1023,RLL,0,,,,121856,60,916
MICROPOLIS,1335,71,28,5F,1024,8,17,0,0,0,,1023,MFM,25,J,,,139264,68,917
MICROPOLIS,1352,36,23,,1024,2,36,0,0,0,0,0,ESDI,0,,,,73728,36,918
MICROPOLIS,1352A,54,23,,1024,3,36,0,0,0,0,0,ESDI,0,,,,110592,54,919
MICROPOLIS,1353,75,23,5F,1024,4,36,0,0,0,,1023,ESDI,30,J,,,147456,72,920
MICROPOLIS,1353 PAK,71,23,5F,1024,4,36,0,0,0,,1023,ESDI,30,J,,,147456,72,921
MICROPOLIS,1353A,94,23,5F,1024,5,36,0,0,0,,1023,ESDI,30,J,,,184320,90,922
MICROPOLIS,1353A PAK,88,23,5F,1024,5,36,0,0,0,,1023,ESDI,30,J,,,184320,90,923
MICROPOLIS,1354,113,23,5F,1024,6,36,0,0,0,,1023,ESDI,30,J,,,221184,108,924
MICROPOLIS,1354 PAK,106,23,5F,1024,6,36,0,0,0,,1023,ESDI,30,J,,,221184,108,925
MICROPOLIS,1354A,132,23,5F,1024,7,36,0,0,0,,1023,ESDI,30,J,,,258048,126,926
MICROPOLIS,1354A PAK,124,23,5F,1024,7,36,0,0,0,,1023,ESDI,30,J,,,258048,126,927
MICROPOLIS,1355,150,23,5F,1024,8,36,0,0,0,,1023,ESDI,30,J,,,294912,144,928
MICROPOLIS,1355 PAK,142,23,5F,1024,8,36,0,0,0,,1023,ESDI,30,J,,,294912,144,929
MICROPOLIS,1373,76,23,5F,1016,4,19,0,0,0,,1015,SCSI,30,J,,,77216,38,930
MICROPOLIS,1373 PAK,72,23,5F,1018,4,35,0,0,0,,1017,SCSI,30,N,,,142520,70,931
MICROPOLIS,1373A,95,23,5F,1016,5,19,0,0,0,,1015,SCSI,30,J,,,96520,47,932
MICROPOLIS,1373A PAK,91,23,5F,1018,5,35,0,0,0,,1017,SCSI,30,N,,,178150,87,933
MICROPOLIS,1374,115,23,5F,1016,6,19,0,0,0,,1015,SCSI,30,J,,,115824,57,934
MICROPOLIS,1374 PAK,109,23,5F,1018,6,35,0,0,0,,1017,SCSI,30,N,,,213780,104,935
MICROPOLIS,1374A,134,23,5F,1016,7,19,0,0,0,,1015,SCSI,30,J,,,135128,66,936
MICROPOLIS,1374A PAK,127,23,5F,1018,7,35,0,0,0,,1017,SCSI,30,N,,,249410,122,937
MICROPOLIS,1375,153,23,5F,1016,8,19,0,0,0,,1015,SCSI,30,J,,,154432,75,938
MICROPOLIS,1375 PAK,145,23,5F,1018,8,35,0,0,0,,1017,SCSI,30,N,,,285040,139,939
MICROPOLIS,13X3,34,0,,1024,4,0,0,0,0,0,0,,0,,,,0,0,940
MICROPOLIS,13X3A,42,0,,1024,5,0,0,0,0,0,0,,0,,,,0,0,941
MICROPOLIS,13X4,50,0,,1024,6,0,0,0,0,0,0,,0,,,,0,0,942
MICROPOLIS,13X4A,60,0,,1024,7,0,0,0,0,0,0,,0,,,,0,0,943
MICROPOLIS,13X5,68,28,,1024,8,0,0,0,0,0,0,,0,,,,0,0,944
MICROPOLIS,1516-10S,678,14,5F,1840,10,72,0,0,0,0,0,ESDI,150,+,1992-12-10,,1324800,647,945
MICROPOLIS,1517-13,922,14,5F,1925,13,72,0,0,0,0,0,ESDI,150,+,1992-12-10,,1801800,880,946
MICROPOLIS,1518,1346,15,5.25,0,0,0,0,0,0,0,0,ESDI,150,Y,,,0,0,947
MICROPOLIS,1518-14,993,14,5F,1925,14,72,0,0,0,0,0,ESDI,150,+,1992-12-10,,1940400,947,948
MICROPOLIS,1518-15,1064,14,5F,1925,15,72,0,0,0,0,0,ESDI,150,+,1992-12-10,,2079000,1015,949
MICROPOLIS,1528-15,1400,14,5F,1952,15,0,0,0,0,0,0,SCSI,150,+,1992-12-10,,0,0,950
MICROPOLIS,1528-15(D),1354,15,5.25,2106,15,84,0,0,0,0,0,SCSI2D,150,Y,,,2653560,1296,951
MICROPOLIS,1538-15,871,15,5.25,1925,15,71,0,0,0,0,0,ESDI,150,Y,,,2050125,1001,952
MICROPOLIS,1548(D),1748,14,5.25,0,0,0,0,0,0,0,0,SCSI2,150,Y,,,0,0,953
MICROPOLIS,1551,59,30,,1024,7,17,0,0,0,0,0,MFM,0,,,,121856,60,954
MICROPOLIS,1554,111,30,,1224,11,17,0,0,0,0,0,MFM,0,,,,228888,112,955
MICROPOLIS,1555,121,30,,1224,12,17,0,0,0,0,0,MFM,0,,,,249696,122,956
MICROPOLIS,1556,132,30,,1224,13,17,0,0,0,0,0,MFM,0,,,,270504,132,957
MICROPOLIS,1556-11,248,18,5F,1224,11,36,0,0,0,,1223,ESDI,150,N,,,484704,237,958
MICROPOLIS,1557,142,30,,1224,14,17,0,0,0,0,0,MFM,0,,,,291312,142,959
MICROPOLIS,1557-12,270,18,5F,1224,12,36,0,0,0,,1223,ESDI,150,N,,,528768,258,960
MICROPOLIS,1557-13,293,18,5F,1224,13,36,0,0,0,,1223,ESDI,150,N,,,572832,280,961
MICROPOLIS,1557-14,0,18,,1224,14,36,0,0,0,0,0,ESDI,0,,,,616896,301,962
MICROPOLIS,1557-15,0,18,,1224,15,36,0,0,0,0,0,ESDI,0,,,,660960,323,963
MICROPOLIS,1558,152,30,,1224,15,17,0,0,0,0,0,MFM,0,,,,312120,152,964
MICROPOLIS,1558-14,315,18,5F,1224,14,36,0,0,0,,1223,ESDI,150,N,,,616896,301,965
MICROPOLIS,1558-15,338,18,5F,1224,15,36,0,0,0,,1223,ESDI,150,N,,,660960,323,966
MICROPOLIS,1558-15 PAK,314,18,5F,1224,15,36,0,0,0,,1223,ESDI,150,N,,,660960,323,967
MICROPOLIS,1565-8S,330,16,5F,1632,8,0,0,0,0,0,0,ESDI,150,+,1992-12-10,,0,0,968
MICROPOLIS,1566-11,496,16,5F,1632,11,54,0,0,0,,1631,ESDI,150,N,,,969408,473,969
MICROPOLIS,1567-12,541,16,5F,1632,12,54,0,0,0,,1631,ESDI,150,N,,,1057536,516,970
MICROPOLIS,1567-13,586,16,5F,1632,13,54,0,0,0,,1631,ESDI,150,N,,,1145664,559,971
MICROPOLIS,1568-14,631,16,5F,1632,14,54,0,0,0,,1631,ESDI,150,N,,,1233792,602,972
MICROPOLIS,1568-15,676,16,5F,1632,15,54,0,0,0,,1631,ESDI,150,N,,,1321920,645,973
MICROPOLIS,1576-11,243,18,5F,1220,11,36,0,0,0,,1219,SCSI,150,N,,,483120,236,974
MICROPOLIS,1577-12,266,18,5F,1220,12,36,0,0,0,,1219,SCSI,150,N,,,527040,257,975
MICROPOLIS,1577-13,287,18,5F,1220,13,36,0,0,0,,1219,SCSI,150,N,,,570960,279,976
MICROPOLIS,1578-14,310,18,5F,1220,14,36,0,0,0,,1219,SCSI,150,N,,,614880,300,977
MICROPOLIS,1578-15,332,18,5F,1220,15,36,0,0,0,,1219,SCSI,150,N,,,658800,322,978
MICROPOLIS,1578-15 PAK,327,18,5F,1218,15,35,0,0,0,,1217,SCSI,150,N,,,639450,312,979
MICROPOLIS,1578-15(D),331,16,5.25,1224,15,36,0,0,0,0,0,SCSI(D),150,Y,,,660960,323,980
MICROPOLIS,1585-8S,344,16,5F,1632,8,54,0,0,0,0,0,SCSI,150,+,1992-12-10,,705024,344,981
MICROPOLIS,1586-11,490,16,5F,1628,11,54,0,0,0,,1627,SCSI,50,N,,,967032,472,982
MICROPOLIS,1587-12,535,16,5F,1628,12,54,0,0,0,,1627,SCSI,50,N,,,1054944,515,983
MICROPOLIS,1587-13,579,16,5F,1628,13,54,0,0,0,,1627,SCSI,50,N,,,1142856,558,984
MICROPOLIS,1588-14,624,16,5F,1628,14,54,0,0,0,,1627,SCSI,50,N,,,1230768,601,985
MICROPOLIS,1588-15,668,16,5F,1628,15,54,0,0,0,,1627,SCSI,50,N,,,1318680,644,986
MICROPOLIS,1596-10S,668,0,5,1834,10,0,0,0,0,0,0,SCSI,0,,,,0,0,987
MICROPOLIS,1597-10S,0,13,,1834,10,54,0,0,0,0,0,SCSI,0,,,,990360,484,988
MICROPOLIS,1597-13,897,14,5F,1919,13,71,0,0,0,0,0,SCSI,150,+,1992-12-10,,1771237,865,989
MICROPOLIS,1598-14,965,14,5F,1919,14,71,0,0,0,0,0,SCSI,150,+,1992-12-10,,1907486,931,990
MICROPOLIS,1598-15,1034,14,5F,1919,15,71,0,0,0,0,0,SCSI,150,+,1992-12-10,,2043735,998,991
MICROPOLIS,1653-4,92,16,5H,1249,4,36,0,0,0,,1248,ESDI,150,N,,,179856,88,992
MICROPOLIS,1653-5,115,16,5H,1249,5,36,0,0,0,,1248,ESDI,150,N,,,224820,110,993
MICROPOLIS,1654-6,138,16,5H,1249,6,36,0,0,0,,1248,ESDI,150,N,,,269784,132,994
MICROPOLIS,1654-7,161,16,5H,1249,7,36,0,0,0,,1248,ESDI,150,N,,,314748,154,995
MICROPOLIS,1663-4,197,14,5H,1780,4,54,0,0,0,0,0,ESDI,150,+,1992-12-10,,384480,188,996
MICROPOLIS,1663-5,246,14,5H,1780,5,54,0,0,0,0,0,ESDI,150,+,1992-12-10,,480600,235,997
MICROPOLIS,1664-6,295,14,5H,1780,6,54,0,0,0,0,0,ESDI,150,+,1992-12-10,,576720,282,998
MICROPOLIS,1664-7,385,14,5H,1780,7,36,0,0,0,,1779,ESDI,150,N,,,448560,219,999
MICROPOLIS,1673-4,90,16,5H,1245,4,36,0,0,0,,1244,SCSI,150,N,,,179280,88,1000
MICROPOLIS,1673-5,112,16,5H,1245,5,36,0,0,0,,1244,SCSI,150,N,,,224100,109,1001
MICROPOLIS,1674-6,135,16,5H,1245,6,36,0,0,0,,1244,SCSI,150,N,,,268920,131,1002
MICROPOLIS,1674-7,158,16,5H,1245,7,36,0,0,0,,1244,SCSI,150,N,,,313740,153,1003
MICROPOLIS,1683-4,193,14,5H,1776,4,54,0,0,0,,1775,SCSI,50,N,,,383616,187,1004
MICROPOLIS,1683-5,242,14,5H,1776,5,54,0,0,0,,1775,SCSI,50,N,,,479520,234,1005
MICROPOLIS,1684-6,291,14,5H,1776,6,54,0,0,0,,1775,SCSI,50,N,,,575424,281,1006
MICROPOLIS,1684-7,340,14,5H,1776,7,54,0,0,0,,1775,SCSI,50,N,,,671328,328,1007
MICROPOLIS,1743-5,0,15,,1140,5,48,0,0,0,0,0,ESDI,0,,,,273600,134,1008
MICROPOLIS,1744-6,0,15,,1140,6,48,0,0,0,0,0,ESDI,0,,,,328320,160,1009
MICROPOLIS,1744-7,0,15,,1140,7,48,0,0,0,0,0,ESDI,0,,,,383040,187,1010
MICROPOLIS,1745-8,0,15,,1140,8,48,0,0,0,0,0,ESDI,0,,,,437760,214,1011
MICROPOLIS,1745-9,0,15,,1140,9,48,0,0,0,0,0,ESDI,0,,,,492480,240,1012
MICROPOLIS,1773-5,133,15,,1140,5,48,0,0,0,0,0,SCSI,0,,,,273600,134,1013
MICROPOLIS,1774-6,160,15,,1140,6,48,0,0,0,0,0,SCSI,0,,,,328320,160,1014
MICROPOLIS,1774-7,187,15,,1140,7,48,0,0,0,0,0,SCSI,0,,,,383040,187,1015
MICROPOLIS,1775-8,0,15,,1140,8,48,0,0,0,0,0,SCSI,0,,,,437760,214,1016
MICROPOLIS,1775-9,0,15,,1140,9,48,0,0,0,0,0,SCSI,0,,,,492480,240,1017
MICROPOLIS,2112,1000,10,3.5,0,0,0,0,0,0,0,0,SCSI2,0,Y,,,0,0,1018
MICROPOLIS,2112A,1050,10,3.5,2034,16,63,0,0,0,0,0,AT,0,,,,2050272,1001,1019
MICROSCIENCE,21200,1062,13,5.25,1921,15,72,0,0,0,0,0,ESDI,100,Y,,,2074680,1013,1020
MICROSCIENCE,2777,687,14,5.25,1658,15,54,0,0,0,0,0,ESDI,100,Y,,,1342980,656,1021
MICROSCIENCE,31200,1062,13,5.25,1921,15,72,0,0,0,0,0,SCSI2,100,Y,,,2074680,1013,1022
MICROSCIENCE,3777,687,14,5.25,1658,15,54,0,0,0,0,0,SCSI2,100,Y,,,1342980,656,1023
MICROSCIENCE,5100-20,120,18,3.5,960,7,35,0,0,0,0,0,ESDI,60,Y,,,235200,115,1024
MICROSCIENCE,6100-20,120,18,3.5,960,7,35,0,0,0,0,0,SCSI,60,Y,,,235200,115,1025
MICROSCIENCE,7100-20,120,18,3.5,960,7,35,0,0,0,0,0,IDE,60,Y,,,235200,115,1026
MICROSCIENCE,7200,201,18,3.5,1277,7,44,0,0,0,0,0,IDE,65,Y,,,393316,192,1027
MICROSCIENCE,FH-2414,414,14,5.25,0,0,0,0,0,0,0,0,ESDI,0,Y,,,0,0,1028
MICROSCIENCE,FH-2777E,777,14,5.25,0,0,0,0,0,0,0,0,ESDI,50,Y,,,0,0,1029
MICROSCIENCE,FH-2777S,777,14,5.25,0,0,0,0,0,0,0,0,SCSI,50,Y,,,0,0,1030
MICROSCIENCE,FH-3414,414,14,5.25,0,0,0,0,0,0,0,0,SCSI,0,Y,,,0,0,1031
MICROSCIENCE,FH-3777E,1050,14,5.25,0,0,0,0,0,0,0,0,ESDI,50,Y,,,0,0,1032
MICROSCIENCE,FH-3777S,1050,14,5.25,0,0,0,0,0,0,0,0,SCSI,50,Y,,,0,0,1033
MICROSCIENCE,HH-1050,45,28,5H,1024,5,17,0,0,0,,1023,MFM,140,J,,,87040,42,1034
MICROSCIENCE,HH-1060,68,28,5H,1024,5,26,0,0,0,,1023,RLL,140,J,,,133120,65,1035
MICROSCIENCE,HH-1075,62,28,5H,1024,7,17,0,0,0,,1023,MFM,40,J,,,121856,60,1036
MICROSCIENCE,HH-1080,65,28,5.25,1024,5,26,0,0,0,0,0,RLL,0,Y,,,133120,65,1037
MICROSCIENCE,HH-1090,80,28,5H,1314,7,17,0,0,0,,1313,MFM,40,J,,,156366,76,1038
MICROSCIENCE,HH-1095,95,28,5H,1024,7,26,0,0,0,,1023,RLL,40,J,,,186368,91,1039
MICROSCIENCE,HH-1120,122,28,5H,1314,7,26,0,0,0,,1313,RLL,40,J,,,239148,117,1040
MICROSCIENCE,HH-2012,10,0,,306,4,0,0,0,0,0,0,ESDI,0,,,,0,0,1041
MICROSCIENCE,HH-2120,128,28,5H,1024,7,35,0,0,0,,1023,ESDI,40,J,,,250880,122,1042
MICROSCIENCE,HH-2160,160,28,5H,1276,7,35,0,0,0,,1275,ESDI,40,J,,,312620,153,1043
